Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
6/11/2017,K K Hotel George, United States of America ,No Negative,51.4918878,-0.1949706
6/7/2017,K K Hotel George, United States of America , Not once during our four day stay including when we arrived to check in did any staff member speak to us before being spoken to first We were the only guests in the reception area when we checked in Not one single welcome good morning or hello in four days And we were not disgruntled or asking for any special requirements It was a very nice property but that indifferent attitude was a striking difference from every other small hotel and B B in which we stayed on this three week UK vacation We would not recommend K K Hotel George nor would we return ourselves ,51.4918878,-0.1949706
6/5/2017,K K Hotel George, Sweden , The hotel only support to call their contracted taxi which is expensive and unsafe when we paid by credit card they have no cashier mashine in the car instead they called the back office we had to tell them our credit card no expire month and the security no through the mobile phone this is very riskful for us The hotel should improve their taxi service raise the safety requirement to their contracted taxi company ,51.4918878,-0.1949706
5/31/2017,K K Hotel George, Germany , The front desk staff was not very informed regarding city happenings or tips Fortunately I could rely on the internet to answer more specific questions Additionally I was not entirely confident that they understood the questions I was asking in English ,51.4918878,-0.1949706
5/26/2017,K K Hotel George, Australia ,No Negative,51.4918878,-0.1949706
5/13/2017,K K Hotel George, Australia ,No Negative,51.4918878,-0.1949706
5/9/2017,K K Hotel George, United States of America , Staff not very friendly Did their job but seldom smiled or made one feel welcomed ,51.4918878,-0.1949706
5/5/2017,K K Hotel George, United States of America , Room size too small and it was too hot Our window was too small and It good lighting We stayed on the 4th floor and I believ that room should not be used but perhaps converted to a larger room or storage since the lighting was poor from this awkward size window Breakfast was ok but they started taking things away and cleaning while we were still there ,51.4918878,-0.1949706
4/23/2017,K K Hotel George, United States of America , The room was a little stuffy They didn t have AC on yet Probably too early in the season Shower sometimes went hot and then cold ,51.4918878,-0.1949706
4/9/2017,K K Hotel George, Netherlands , The shower temperature was changing all the time from freezing to boiling and back ,51.4918878,-0.1949706
3/31/2017,K K Hotel George, India ,No Negative,51.4918878,-0.1949706
3/31/2017,K K Hotel George, United Kingdom , choice of food in bar wasn t too good but there are lots of great places to eat nearby so there was no problem ,51.4918878,-0.1949706
3/31/2017,K K Hotel George, United Kingdom , The fact the windows don t open and the room was hot and stuffy and the bed was hard it was necessary to switch heating off put aircon on maximum and then of course it was noisy and even so there was no fresh air which is essential,51.4918878,-0.1949706
3/27/2017,K K Hotel George, Canada , The rooms are very small we had trouble fitting 2 suitcases in The price is fairly high even by London s standards and breakfast was extra ,51.4918878,-0.1949706
3/26/2017,K K Hotel George, Australia , The room is a little small and the decor is dated ,51.4918878,-0.1949706
3/11/2017,K K Hotel George, United Kingdom , Air con seemed to be set on winter warmer but easily resolved switched it off and opened window simples ,51.4918878,-0.1949706
3/9/2017,K K Hotel George, Finland , We needed gluten free breakfast and ordered it beforehand but the serving was not safe The toasts were but nothing else not The table was set up in the way that cross contamination was difficult to avoid Also bacon eggs and potato cakes were cooked in the same oven and served together Potato cakes had gluten including flours They seemed to have no idea what exactly it all means to serve safe gluten free food ,51.4918878,-0.1949706
3/8/2017,K K Hotel George, Saudi Arabia , breakfast the same everyday not much options but good and clean fitness center has one machine and they call fitness center small rooms ,51.4918878,-0.1949706
3/2/2017,K K Hotel George, Sweden , Breakfast was crowded at times and the selection of food was ok but not great ,51.4918878,-0.1949706
2/28/2017,K K Hotel George, United States of America , Rooms could be updated that being said everything is functional and very clean ,51.4918878,-0.1949706
2/19/2017,K K Hotel George, United Kingdom , Bed was too soft bathroom a wee bit small for manoeuvring in ,51.4918878,-0.1949706
2/14/2017,K K Hotel George, China , The wifi is only 500kb s which isn t fast by today s standards The power socket near the bed was loosen I can t charge my phone ,51.4918878,-0.1949706
2/13/2017,K K Hotel George, Belgium ,No Negative,51.4918878,-0.1949706
2/13/2017,K K Hotel George, United Kingdom , We were put in a basement room which certainly wouldn t have classed as a 4 star room How ever it was clean and bed was comfortable ,51.4918878,-0.1949706
2/12/2017,K K Hotel George, United Kingdom , Wifi is ridiculously slow and fiddly to connect using Chrome Breakfast coffee was only average,51.4918878,-0.1949706
2/10/2017,K K Hotel George, Canada , We choose to personally take our laundry to be cleaned as it was 1 10 th of the cost of what the hotel was going to charge this was very excessive The room was very warm but we managed by keeping the windows and drapes open ,51.4918878,-0.1949706
2/9/2017,K K Hotel George, United Kingdom , Not convinced that solo travellers are treated with the same consideration as others for room location in the hotel in particular,51.4918878,-0.1949706
2/4/2017,K K Hotel George, Australia , Top floor rooms were so small had to leave one suitcase in the car as unable to fit it in Rooms very hot and had to have windows open in sub zero temperatures Shower over bath tub was dangerously erratic with cold water rapidly displaced by scalding water and no non slip mat or stickers in bath Lethal combination for the elderly or children Second room key not allowed by the hotel s security so had to call reception to let us in if separated Front desk staff very dismissive ,51.4918878,-0.1949706
2/3/2017,K K Hotel George, United Kingdom , The breakfast staff were not helpful When we went for breakfast the restaurant was busy and we were asked to wait about 5 minutes to be seated They forgot about us and we had to approach them about our table After 25 minutes we were finally seated I was so upset I did not have a breakfast and left the restaurant in disgust at our treatment We won t be back,51.4918878,-0.1949706
1/30/2017,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
1/27/2017,K K Hotel George, United States of America , couldn t work out how to crank DOWN the heating in the room Bathroom is miniscule Mini bar was very limited with its choice,51.4918878,-0.1949706
1/25/2017,K K Hotel George, Israel ,No Negative,51.4918878,-0.1949706
1/24/2017,K K Hotel George, Isle of Man , Breakfast is expensive especially when I have already paid over 90 for a standard room per night ,51.4918878,-0.1949706
1/23/2017,K K Hotel George, France , mistake over payments and noise due to creaky floorbords Also It would ve been nice if we were told beforehand that a 60 euros deposit would be required regarding potential mini bar consumptions When we refused to comply the person in charge told us curtly that our mini bar shall be emptied fothwith ,51.4918878,-0.1949706
1/23/2017,K K Hotel George, Norway , The only thing I can think of is that i would have preferred not to have a wall to wall carpet in the room but it seemed clean so it was no big deal ,51.4918878,-0.1949706
1/18/2017,K K Hotel George, Canada ,No Negative,51.4918878,-0.1949706
1/16/2017,K K Hotel George, United States of America ,No Negative,51.4918878,-0.1949706
1/15/2017,K K Hotel George, United Kingdom , I had to ask at breakfast all 3 mornings we were there for coffee and re fills I think it would be better to have coffee on the buffet as you could just help yourself like you could with tea,51.4918878,-0.1949706
1/13/2017,K K Hotel George, United States of America , My one complaint is the overly soft mattresses It was not good for my back ,51.4918878,-0.1949706
1/9/2017,K K Hotel George, Switzerland , The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison ,51.4918878,-0.1949706
1/3/2017,K K Hotel George, United Kingdom , Temperature in the room was difficult to regulate ,51.4918878,-0.1949706
12/30/2016,K K Hotel George, United Kingdom , I don t know if it was because I booked through Booking com but seemed to get the worst room in the place Underground with no view Unable to book breakfast for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day ,51.4918878,-0.1949706
12/30/2016,K K Hotel George, Liechtenstein , Really nothing this was a perfect choice ,51.4918878,-0.1949706
12/28/2016,K K Hotel George, Saudi Arabia , Rooms are not heated may be an issue in very cold winters Gym is open from 4 00 pm to 10 00pm when you usually are out ,51.4918878,-0.1949706
12/26/2016,K K Hotel George, Ireland , Soiled chair in room Pillows not clean Shower temp control very sensitive in 1st room we stayed in Value for money,51.4918878,-0.1949706
12/22/2016,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
12/21/2016,K K Hotel George, United Kingdom , We asked for 2 singles and a sofa bed but were given a double bed and no explanation There were few accessible plugs for hair straighteners and the like and the hair dryer didn t work To be fair we didn t take this up with the hotel so they may have sorted this if asked to do so ,51.4918878,-0.1949706
12/19/2016,K K Hotel George, United Kingdom , No Iron and ironing board and maybe a few sachets of hot chocolate in the room nothing really to complain about ,51.4918878,-0.1949706
12/18/2016,K K Hotel George, United Kingdom , Did book a twin bedded room and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2 ,51.4918878,-0.1949706
12/16/2016,K K Hotel George, United Kingdom , Staff not particularly helpful Have stayrf before and not had room serviced so had to request this 3 times Breakfasy ok but not outstanding for a 4 Rooms small esp bathroom and not particularly warm,51.4918878,-0.1949706
12/13/2016,K K Hotel George, Chile , Housekeeping missed my room one day and although I did not make much of a fuss over it I did not get a convincing explanation I did get an apology though ,51.4918878,-0.1949706
12/10/2016,K K Hotel George, United Kingdom , room wasn t ready was upgraded but had to pay for a drink while we waited,51.4918878,-0.1949706
12/8/2016,K K Hotel George, United Arab Emirates , bathroom is really small,51.4918878,-0.1949706
12/7/2016,K K Hotel George, United Kingdom , Staff could ve been a bit more clued up failed to check my booking room assigned was not what I asked for I requested a double and on entering the room was given a twin So was offered a double in the lower ground it didn t smell very pleasant in the room and the mattresses need to be changed I was advised I had been upgraded This was probably due to the error made on check in however even though the room may have been bigger there were no extras in the room and the TV was much smaller Clearly not an upgrade I don t know I guess for 135 I was expecting a lot more for a 1 night stay On checking in I was asked to pay for breakfast as its more expensive on the day yet it was already part of the rate I didn t have the best start to staying here unfortunately And not even a helping hand with my bag considering the error of assigning me the wrong room laid with the hotel breakfast could ve been more fresh and hotter Appreciate I had arrived 25mins before it closed yet it was still in the valid timeset ,51.4918878,-0.1949706
12/3/2016,K K Hotel George, United Kingdom , Weird atmosphere in reception many eastern European staff Room Cold and uninspiring 4 per drink of cheap orange juice mixed with tap water Overpriced overall,51.4918878,-0.1949706
12/2/2016,K K Hotel George, United States of America , Front desk night manager charged my bill in dollars without permission He tried to net an extra 40 on my bill with the horrible exchange rate When I caught it he told me I must have authorized it at check in which I had not Completely unacceptable ,51.4918878,-0.1949706
11/28/2016,K K Hotel George, United Kingdom , The towel in the bathroom had blood on it and it wasn t our blood so disgusting Also we had a room below the pavement at the front of the hotel with a lot of noise from foot traffic and their conversations ,51.4918878,-0.1949706
11/27/2016,K K Hotel George, United Kingdom , The gym facility is pointless make sure you go elsewhere if you want to use the gym ,51.4918878,-0.1949706
11/23/2016,K K Hotel George, United States of America , Two years in a row we checked in for 10 days On booking we were asked about early arrival and we noted we would arrive before the 3pm check in time No effort was made to shorten or minimize hours of waiting time to get our room Last year our friends from the Midlands arrived for a 1 night stay while we were there and at 9am sharp their room was ready and they got in Let me see ten days and thousands of pound versus one night Who do you take care of ,51.4918878,-0.1949706
11/16/2016,K K Hotel George, United Kingdom , Saw into the cleaner maids cupboard due to a door not fully shut during hours when servicing of rooms was not happening,51.4918878,-0.1949706
11/16/2016,K K Hotel George, Iceland , The air condition did not work for cooling down the room we were told to shut it off and open the windows which brought all sounds from streets in from police etc Our room on the 5th floor was small and the bathroom was very small about 3 m2 ,51.4918878,-0.1949706
11/14/2016,K K Hotel George, South Africa , The bathroom is too small and the break fast lacks variety for one staying more than four days I stayed for 6 nights The cleaners don t replenish toiletry supplies facial tissues ran out from my rom and they didn t refinish them They also don t replace bed covers if you don t ask them,51.4918878,-0.1949706
11/13/2016,K K Hotel George, United Kingdom , It was noisy throughout the night because of the central heating boiler being so close to room 116 If it wasn t the boiler it was something else noisy ,51.4918878,-0.1949706
11/12/2016,K K Hotel George, Germany , The heating was not working in the room for the first two days,51.4918878,-0.1949706
11/8/2016,K K Hotel George, Ireland , I think this may be a London thing judging from other reviews but the rooms and corridors are tiny think small and take away another foot In our room the window didn t close properly the heat didn t work and the bath did not empty when you took a shower Very dated apart from the TV If like us you intend not to be in your room much the hotel is adequate but would I stay again not if it was free is the answer,51.4918878,-0.1949706
11/5/2016,K K Hotel George, United Kingdom , Noise from other rooms eg talking late at night airless corridors smelled a bit institutional,51.4918878,-0.1949706
11/3/2016,K K Hotel George, Taiwan , The room facing the street sometimes there s some noise from people chat but it became silence after midnight ,51.4918878,-0.1949706
11/2/2016,K K Hotel George, United States of America , I can t think of a thing that needed improved upon All aspects of my stay were excellent ,51.4918878,-0.1949706
10/31/2016,K K Hotel George, Luxembourg , Definitely not a 4 star hotel Triple room was super tiny not even a double room size we were really struggling Not enough wardrobe space not enough plugs in the room third bed very umcomfortable Facilities very basic toileteries including only shampoo and shower gel very bad quality not even shower cap or body lotion Except for the reception ladies staff very rude Definitely not reccomended Being in London in the same area several times and there are definitely better real 4 stars ,51.4918878,-0.1949706
10/30/2016,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
10/30/2016,K K Hotel George, Hong Kong , Cleaning of the hotel is a bit slow room does not get cleaned until 5pm For people who like to take some rest in the hotel during the day seems to be inconvenient ,51.4918878,-0.1949706
10/26/2016,K K Hotel George, Switzerland , Very small room dated interior The cleaning could improve My room floor had an angle from one side of the wall towards the bed The bed was loosing boards underneath it ,51.4918878,-0.1949706
10/24/2016,K K Hotel George, Ireland , Maybe bathroom door could open out vs in as it s a very tight space and this would help ,51.4918878,-0.1949706
10/24/2016,K K Hotel George, United Kingdom , There is no proper air conditioning it s set to heating in October so the room can get too hot to have a comfortable temperature to sleep Air con at this time of the year is opening the windows ,51.4918878,-0.1949706
10/23/2016,K K Hotel George, United States of America , We only stayed 2 nights ,51.4918878,-0.1949706
10/22/2016,K K Hotel George, United States Minor Outlying Islands ,No Negative,51.4918878,-0.1949706
10/22/2016,K K Hotel George, Canada , There was nothing that we can think of The room key is very large and there is only one They ask that you turn it in when you go out It s a little eccentric but OK ,51.4918878,-0.1949706
10/21/2016,K K Hotel George, Switzerland , there where waterpipes near the room it sounded like it s in our own toilet everytime someone upstairs flushed very loud and sbsolutely disturbing maybe only in these room 12 ,51.4918878,-0.1949706
10/16/2016,K K Hotel George, United Kingdom , The room was really really cold The heating didn t work I was brought an electric heater but the room was too cold for it to make any difference This led to a really bad nights sleep ,51.4918878,-0.1949706
10/15/2016,K K Hotel George, Morocco ,No Negative,51.4918878,-0.1949706
10/8/2016,K K Hotel George, United Kingdom , Thankfully upgraded to a superior room and even that was small and noisy No scrambled eggs at breakfast first morning second morning they ran out of eggs Should be constantly monitored This is a deceptively large and busy hotel I requested somewhere within close walking distance to Olympia 25 min walk is not that close ,51.4918878,-0.1949706
10/8/2016,K K Hotel George, United Kingdom , The bed mattress was too hard without the mattress topper on which we removed because it made us hot The mattress was orthopaedic firm,51.4918878,-0.1949706
9/29/2016,K K Hotel George, Norway , Breakfast is good but has some potential for improvements Long periods without eggs etc Very limited selection of vegetables and salad Would probably expect better breakfast from a 4 star place ,51.4918878,-0.1949706
9/29/2016,K K Hotel George, Australia , Don t believe there was anything we didn t like My personal choice for marmalade at breakfast wasn t available but I was able to find something else amongst the spread choices to satisfy my palate so this isn t a complaint ,51.4918878,-0.1949706
9/29/2016,K K Hotel George, China , Personally I think the bathroom needs a door to keep water away from the toilet and it will save the clerk a lot of cleaning work by putting a plastic bag in the rubbish bin ,51.4918878,-0.1949706
9/28/2016,K K Hotel George, United States of America , Just walking in the reception could be made a bit more comfortable perhaps seating for more than 1 person a table for brochures Also we found that the area had many good local restaurants which could be printed on a simple map as well as grocery stores hairdresser etc These were in walking distance to the hotel and would be a great help for first time visitors ,51.4918878,-0.1949706
9/27/2016,K K Hotel George, Germany ,No Negative,51.4918878,-0.1949706
9/27/2016,K K Hotel George, United Kingdom , Nothing could have been better honestly and I m very critical and picky ,51.4918878,-0.1949706
9/25/2016,K K Hotel George, Oman ,No Negative,51.4918878,-0.1949706
9/19/2016,K K Hotel George, Germany ,No Negative,51.4918878,-0.1949706
9/18/2016,K K Hotel George, Lebanon , It took them 3 days to charge our card minutes before the client arrived inconvenient and stressful to deal with i had to repeat the story to 3 different staff poor english from staff we cant book for our employees there again,51.4918878,-0.1949706
9/4/2016,K K Hotel George, United States of America , The breakfast was expensive and not what every traveler would want early in the morning It would have been nice if coffee was offered in the bar for people that werent dining We would have been happy to pay for it too Instead we had to walk a block every morning to get take out coffee so we could drink it while we all showered for the day We noticed many guests doing the same ,51.4918878,-0.1949706
8/28/2016,K K Hotel George, United Kingdom , Why carp when there is nothing to carp about ,51.4918878,-0.1949706
8/28/2016,K K Hotel George, Switzerland , The official price is a bit high unless you can take advantage of a good offer like I did ,51.4918878,-0.1949706
8/25/2016,K K Hotel George, France , The room temp was a little warm and the windows didn t really open It was very hot in London while I was there so it wasn t really under their control,51.4918878,-0.1949706
8/23/2016,K K Hotel George, United States of America , The ATM machine malfunctioned and a more timely out of service notice would have eliminated some stress ,51.4918878,-0.1949706
8/18/2016,K K Hotel George, United Kingdom , The bathroom was cramped It was hard for someone adult sized to go to the toilet or use the shower easily The shower spilled water out all over the floor There was nowhere to put your dry clothes the sink area vanity splashed so it was wet and the hook behind the door was tiny and things fell off it Water from the shower would have reached it anyway as there was no door screen to the shower in that direction The breakfast was very disappointing It was lukewarm and the eggs tasted highly of vinegar We had to ask for extra teabags as the tea brought to us was very weak and not brewing well I also felt that the sausages were not entirely cooked The bacon was quite watery The selection of food was on the small side and in all it could have been cooked served better ,51.4918878,-0.1949706
8/16/2016,K K Hotel George, Australia , Air conditioning didn t cope with the really hot weather but luckily had big windows we could open to cool the room down at night ,51.4918878,-0.1949706
8/13/2016,K K Hotel George, Qatar , Bed sheets pillows and carpet could be cleaner bugs ,51.4918878,-0.1949706
8/4/2016,K K Hotel George, United Kingdom , Nothing really A lower price is always good of course ,51.4918878,-0.1949706
8/3/2016,K K Hotel George, United Arab Emirates , WiFi was a bit slow ,51.4918878,-0.1949706
7/27/2016,K K Hotel George, Russia , Housekeeping staff were rude shower had water pressure and temperature problems and the hotel has double charged me and has yet to solve the issue ,51.4918878,-0.1949706
7/19/2016,K K Hotel George, United States of America , Ex Suite was extremely small smaller then our yacht cabin the week before The temperature of the room could not be lower than 18 degrees which wasn t cool enough ,51.4918878,-0.1949706
7/17/2016,K K Hotel George, Sweden , The bathroom is on the smaller side ,51.4918878,-0.1949706
7/7/2016,K K Hotel George, United Kingdom , the room was a little small and the shower ran hot and cold ,51.4918878,-0.1949706
7/5/2016,K K Hotel George, Ireland , Room was small but adequate There was old toothpaste under a rim of the washbasin which was never reached by the cleaner even though I put some paper on it to indicate its existence Fire alarm went off at 2 am and we were all in the street for a while All was eventually sorted but no general instructions or explanation ,51.4918878,-0.1949706
7/2/2016,K K Hotel George, United Kingdom , Fire alarm and semi evacuation at 2 am little or no direction by staff Reason for alarm a guest had caused an electrical short was announced by Fire officer for benefit of those near enough to hear No subsequent acknowledgement or customer relations gesture by hotel e g perhaps a small discount on checkout other than being told somewhat curtly that it wasn t the fault of the hotel Some guests noticed from the street that a number of bedrooms had remained occupied throughout the incident ,51.4918878,-0.1949706
6/28/2016,K K Hotel George, United Kingdom , The room it was fairly small It wasn t a problem for us as we spent very little time in the room but it was rather compact and may be a problem for those who need to use the room longer than we did ,51.4918878,-0.1949706
6/28/2016,K K Hotel George, Ireland , Room was a little on the small side but that is to be expected in central London Shower temp was very dodgy but not a major issue either ,51.4918878,-0.1949706
6/27/2016,K K Hotel George, Australia , Nothing really ,51.4918878,-0.1949706
6/21/2016,K K Hotel George, United Kingdom , Our room had a very pungent smell of tobacco smoke The blackout blind didn t work very well ,51.4918878,-0.1949706
6/14/2016,K K Hotel George, United Kingdom , Nothing,51.4918878,-0.1949706
6/11/2016,K K Hotel George, United Kingdom , Air conditioning a little noisy we opened the window instead,51.4918878,-0.1949706
6/10/2016,K K Hotel George, Canada , They weren t inexpensive ,51.4918878,-0.1949706
6/6/2016,K K Hotel George, United States of America , Farthest room from elevator Uncomfortable bed Air conditioning would not set to our temperature therefore far too hot in room Staff were not interested when told about it We did not sleep well because of it ,51.4918878,-0.1949706
6/4/2016,K K Hotel George, United States of America , Room needed to be redecorated as it was a little worn looking,51.4918878,-0.1949706
6/1/2016,K K Hotel George, Italy ,No Negative,51.4918878,-0.1949706
5/29/2016,K K Hotel George, United Kingdom , Cost of the executive double room same as our usual classic double room clearly dishonest Shower bathroom in executive older and not as helpful as the walk in shower in classic Air con did not work So called mini bar is not a mini bar but a bare fridge We have been here many times but the added cost over 100 a night for fewer facilities amenities has upset us a great deal ,51.4918878,-0.1949706
5/22/2016,K K Hotel George, United Kingdom , Room was really tiny and I don t think was good value for money but I would definitely stay again in upgraded room as this is a fantastic hotel,51.4918878,-0.1949706
5/21/2016,K K Hotel George, United Kingdom , Tea and coffee facilities in the rooms need updating and improving The old fashioned kettle and a hand full of tea bags and instant coffee sachets might have been okay in the early 90 s but not anymore And would it really be too much to ask for a bottle of water or two in a 200 per night room Instead of draining the tap dry in search of something other than tepid water from the bathroom sink ,51.4918878,-0.1949706
5/20/2016,K K Hotel George, United States of America , Small room Some staff weren t very knowledgeable about the area and transportation options ,51.4918878,-0.1949706
5/18/2016,K K Hotel George, United States of America ,No Negative,51.4918878,-0.1949706
5/18/2016,K K Hotel George, United Kingdom , Wifi is so weak and slow at night heating is weak although it is coming from a controllable central air conditioning bath is a bit small hotel overall is a bit dated breakfast is expensive,51.4918878,-0.1949706
5/18/2016,K K Hotel George, United Kingdom , Not keen on the steps up to the front door is there an alternative entrance for mobility impaired ,51.4918878,-0.1949706
5/16/2016,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
5/13/2016,K K Hotel George, Hong Kong , Rigid rules Our plane arrives in the morning so I requested early check in in the booking Acknowledgement for the request was sent by booking com but no reply or notice from the hotel We arrived and was greeted by a male tall staff with a stern face and harsh tone I started with good morning I know it s too early but I wonder if you ve got a room for us I booked 2 rooms but was just hoping just to get a room first as my father is disabled and he wetted his pants on the way to airport He replied without even looking at me room is guaranteed at 3pm Leave you baggage over there He then started tossing a baggage tag to me and several more The tags are in pairs 1 to tie on the bag and one for us to keep he untied the first pair and literally tossed the remaining 4 pairs to me as I realised it was self service I did the 5 bags by myself and before I could finish he already rushed me to take my tags I can t believe he could be so rude We brought my father downstairs to the loo and got him changed and went out We were so very exhausted and we couldn t help return to the hotel at around 12nn By then we were offered 1 room I saw the lady pulling the file from a stack and I am not sure if there actually were other rooms available already I let my parents in the room and it was soooo very small even by london s standard My bf and I waited at the lobby when we were being stared by the staff like we offended them We waited till 3pm to get our room and of course our room is not next to my parents even though I requested for it when I made the booking and no reply as well And during the check in I had to fill in exactly the same form again with the same info I have absolutely no idea why when the whole booking was made by me myself I understand that they were only following procedures but all these were just very inhuman and inflexible that exhausted guests in every way ,51.4918878,-0.1949706
5/13/2016,K K Hotel George, Canada , Took several days to fix a broken window curtain so woken very early in the morning by sunlight Temperature fluctuations in the shower from scalding hot to cold was annoying ,51.4918878,-0.1949706
5/11/2016,K K Hotel George, United Kingdom , Not much room in bathroom and room was basic for the price paid Aside from that the hotel was lovely ,51.4918878,-0.1949706
5/6/2016,K K Hotel George, Germany , Its a hit and miss with the reception staff Sometimes I got lucky with someone who s friendly and provided excellent customer service but sometimes some of them were too green and not that trained The restaurant got very busy during breakfast time so the staff could get unfriendly ,51.4918878,-0.1949706
5/3/2016,K K Hotel George, United Kingdom , The double room we stopped in was a little small but was adequate ,51.4918878,-0.1949706
5/1/2016,K K Hotel George, Ireland ,No Negative,51.4918878,-0.1949706
5/1/2016,K K Hotel George, Hong Kong , Occasional quirky sound from the floor next door or 1 floor above quite disturbing Expensive ,51.4918878,-0.1949706
4/29/2016,K K Hotel George, United States of America , the size of the room is small for Americans but pretty standard for Europe ,51.4918878,-0.1949706
4/27/2016,K K Hotel George, Nigeria , Let me think about it Nothing really ,51.4918878,-0.1949706
4/26/2016,K K Hotel George, Australia , The restaurant changed as we were about to leave and the new menu didn t look very appealing,51.4918878,-0.1949706
4/25/2016,K K Hotel George, United States of America , I can t think of a single thing ,51.4918878,-0.1949706
4/24/2016,K K Hotel George, United Kingdom , Having stayed here a few times before I thought I would have a pleasant stay as usual I was wrong For a business traveller small things like toiletry and wifi go a long way Those used to be good in this hotel Not when I visited this time I ll look for somewhere else for my next trip ,51.4918878,-0.1949706
4/21/2016,K K Hotel George, Australia , The toilet was too low to the floor The room was much too hot and the Windows did not open ,51.4918878,-0.1949706
4/18/2016,K K Hotel George, Italy , There was nothing in the mini fridge It was empty I would have liked to have had the option of drinking eating something later in the evening before going to bed without having to call room service ,51.4918878,-0.1949706
4/17/2016,K K Hotel George, China , The toilet is slightly small though it contains everything The floor is wooden so you could hear people walking It will be noisy for people with difficulty of falling asleep But for travellers just coming to London this does not count ,51.4918878,-0.1949706
4/10/2016,K K Hotel George, South Africa , The rooms were extremely small I don t think the breakfast was good value for money,51.4918878,-0.1949706
4/10/2016,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
4/10/2016,K K Hotel George, United Kingdom , The room was too hot needed a fan over night to cool down no opening windows,51.4918878,-0.1949706
4/9/2016,K K Hotel George, Canada , Wifi is hit and miss not a huge deal but it isn t great ,51.4918878,-0.1949706
4/9/2016,K K Hotel George, South Africa , Room very warm aircon was not cooling down the room Bathroom very small and toilet very low ,51.4918878,-0.1949706
4/8/2016,K K Hotel George, Canada ,No Negative,51.4918878,-0.1949706
4/7/2016,K K Hotel George, United Kingdom , No water to drink in spa area Room on small side compared to advertised twin room Kettle plug dangling not obvious where to plug in ,51.4918878,-0.1949706
4/5/2016,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
4/5/2016,K K Hotel George, United Kingdom , Breakfast used to include a better selection ie smoked salmon more fruit selection champagne Now more English breakfast which means the cost is pricey at 15 pounds Wait staff not very friendly had to ask for coffee after they passed my table several times ,51.4918878,-0.1949706
4/3/2016,K K Hotel George, United Kingdom , The bathrooms are tiny but do work in as much as the showers are good but unless your very small it s impossible to dry oneself other than in the bedroom There is a lack Of plug sockets in the bedrooms and the bar area is soulless ,51.4918878,-0.1949706
4/1/2016,K K Hotel George, United Kingdom , No negatives ,51.4918878,-0.1949706
3/29/2016,K K Hotel George, Canada , Rooms are small and would have preferred one overlooking the garden instead we were over the front door and the flag pole was noisy ,51.4918878,-0.1949706
3/28/2016,K K Hotel George, New Zealand , My room on the fourth floor had only narrow windows at the top of the wall and those were partly blocked by the roof decorations so the room had a boxy closed in feeling ,51.4918878,-0.1949706
3/24/2016,K K Hotel George, Sweden , the bathrooms ar very small BUT everything you need is there They were also spotless,51.4918878,-0.1949706
3/24/2016,K K Hotel George, Sweden , Serving of coffee for breakfast had logistics problems Please give people a tip that they can ask for a pot to be filled with coffee to be able to serve themselves at acceptable frequencies Now for every cup we were dependent on staff not always available and not always 100 coffee focussed noticing our lack of java and distributing one cup at a time ,51.4918878,-0.1949706
3/22/2016,K K Hotel George, United Kingdom , Nothing,51.4918878,-0.1949706
3/21/2016,K K Hotel George, Netherlands ,No Negative,51.4918878,-0.1949706
3/20/2016,K K Hotel George, United States of America , Nothing ,51.4918878,-0.1949706
3/20/2016,K K Hotel George, United Kingdom , Above Good location,51.4918878,-0.1949706
3/18/2016,K K Hotel George, United Kingdom , Bathroom a bit small,51.4918878,-0.1949706
3/15/2016,K K Hotel George, United Kingdom , Room a bit too small a bit too warm with no way to lower the heat the closet smells so i wasn t that happy to put my clothes in there ,51.4918878,-0.1949706
3/13/2016,K K Hotel George, United Kingdom , Breakfast was disappointing eggs were dry inside not cooked to order no hot dish for vegetarians,51.4918878,-0.1949706
3/13/2016,K K Hotel George, Germany , things have changed slightly under new management no sparkling wine at breakfast cheese selection reduced no more nesepresso small changes but these were nice touches that are now lacking,51.4918878,-0.1949706
3/12/2016,K K Hotel George, United Kingdom , Breakfast was a little disorganised staff a little inattentive Decent selection however of food ,51.4918878,-0.1949706
3/12/2016,K K Hotel George, United Kingdom , Parking was handy and safe but quite expensive ,51.4918878,-0.1949706
3/9/2016,K K Hotel George, United Kingdom , The bathroom was tiny and the pillows a bit lumpy but nothing terrible ,51.4918878,-0.1949706
3/8/2016,K K Hotel George, United Kingdom , Shower head a little unpredictable in terms of direction,51.4918878,-0.1949706
3/8/2016,K K Hotel George, United Kingdom , Nothing could have been better It was perfect ,51.4918878,-0.1949706
3/8/2016,K K Hotel George, United Kingdom , Cooked breakfast not very imaginative Too small plates Can t cook eggs Room not as big as I hoped for in exec room king size bed,51.4918878,-0.1949706
